id,fips5,totalpop,countbelow200pct,State,Housingperpov200,Businessperemp,ImpactFinanceperpov200,CommDevOtherperpov200,z_Housing,z_ImpactFinance,z_CommDevOther,z_Business,z_GlobalCapacity,popsize_bin,Housing_ptile,Housing_rank,Business_ptile,Business_rank,ImpactFinance_ptile,ImpactFinance_rank,CommDevOther_ptile,CommDevOther_rank,GlobalCapacity_ptile,GlobalCapacity_rank,CoreLogic_200pov,CountyName
298,17201,290439,105050,IL,42.55451584,4782.537598,162.3827362,97.77242279,-0.312946707,-0.205611929,0.549522698,-1.543182135,-0.378054529,4,33,87,1,127,29,92,79,28,11,115,19766.16211,Winnebago
299,17203,39106,8674,IL,0,NA,0,34.61840057,-0.729276597,-0.386850029,-0.25481829,NA,NA,1,1,274,NA,NA,1,333.5,68,127,NA,NA,57922.29297,Woodford
300,18003,363453,125254,IN,105.5423737,12710.05371,312.4864502,24.6678772,0.303291768,-0.038078662,-0.381549954,1.149038434,0.258175403,4,64,47,88,16,58,54,12,113,66,44,20781.25,Allen
301,18005,79488,22936,IN,177.3743286,13625.88477,7.356993198,15.06574726,1.006055951,-0.378638744,-0.50384438,1.460058808,0.395907909,2,90,21,96,8,18,163,38,123,89,23,3008.490479,Bartholomew
302,18007,8752,3233,IN,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Benton
303,18011,60511,12253,IN,128.3546906,13050.19531,20.73402405,0,0.526474893,-0.363708436,-0.695724487,1.264551997,0.182898492,2,83,35,93,14,29,142,1,173,80,40,16794.11523,Boone
304,18013,15011,4632,IN,0,NA,21.5889473,0,-0.729276597,-0.362754226,-0.695724487,NA,NA,1,1,274,NA,NA,52,191,1,285.5,NA,NA,6095.457031,Brown
305,18015,20014,6402,IN,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,12748.42578,Carroll
306,18019,113181,33378,IN,0,8702.147461,4.292198658,0,-0.729276597,-0.382059425,-0.695724487,-0.212064803,-0.504781306,3,1,291,42,182,5,296,1,293.5,8,286,871.1505737,Clark
307,18021,26686,9825,IN,15.95674324,NA,0,0,-0.573164642,-0.386850029,-0.695724487,NA,NA,1,65,139,NA,NA,1,333.5,1,285.5,NA,NA,NA,Clay
308,18029,49679,11755,IN,134.0947266,NA,751.43396,0,0.582632244,0.451838017,-0.695724487,NA,NA,1,90,42,NA,NA,93,31,1,285.5,NA,NA,15464.85938,Dearborn
309,18035,117335,47785,IN,80.30331421,14354.79199,145.0650024,43.20582962,0.056366716,-0.224940538,-0.145447254,1.707599044,0.348394483,3,62,120,94,19,54,144,62,120,83,55,16789.67773,Delaware
310,18039,200685,75899,IN,113.0840302,8467.94043,110.0570221,31.197258,0.377075166,-0.264013529,-0.298390567,-0.291602582,-0.119232878,3,73,84,40,189,47,166,47,165,45,171,22020.62305,Elkhart
311,18043,75900,20114,IN,0,9671.038086,13.85967445,33.88254547,-0.729276597,-0.371381015,-0.264190257,0.11697486,-0.311968267,2,1,172,68,65,24,152,54,93,40,120,32646.01758,Floyd
312,18057,296635,41478,IN,73.33126068,14971.00293,564.4577026,28.89966202,-0.01184401,0.243150666,-0.32765317,1.916867018,0.45513013,4,52,62,97,5,81,25,17,107,83,22,154948.2813,Hamilton
313,18059,71328,14318,IN,264.2412415,9445.624023,343.0679016,0,1.855913997,-0.003946192,-0.695724487,0.040423222,0.29916665,2,93,15,66,69,80,40,1,173,85,30,46694.17578,Hancock
314,18061,39230,11562,IN,107.5868301,NA,4.324511528,0,0.323293597,-0.382023364,-0.695724487,NA,NA,1,88,50,NA,NA,41,235,1,285.5,NA,NA,36811.6875,Harrison
315,18063,153435,27663,IN,276.0344543,9752.855469,28.64594269,0,1.971292257,-0.3548778,-0.695724487,0.144760415,0.266362607,3,98,8,56,138,18,256,1,293.5,78,71,89169.98438,Hendricks
316,18067,82765,29919,IN,157.6259155,4804.368652,138.8899078,106.5583725,0.812848389,-0.231832668,0.661422133,-1.535768151,-0.073332578,2,88,24,10,179,64,72,90,20,65,71,24698.41406,Howard
317,18073,33448,8713,IN,185.4190979,NA,504.8988953,0,1.08476162,0.176676095,-0.695724487,NA,NA,1,94,24,NA,NA,90,42,1,285.5,NA,NA,56599.44531,Jasper
318,18081,145645,37590,IN,63.96818161,12076.64844,37.78821564,0,-0.103447214,-0.344673961,-0.695724487,0.933931053,-0.052478652,3,54,144,83,54,24,238,1,293.5,52,150,24312.45117,Johnson
319,18089,491596,177578,IN,71.38495636,9521.977539,558.0378418,79.18845367,-0.030885577,0.235985354,0.312833935,0.066353224,0.146071732,4,50,65,48,67,80,26,72,37,54,59,17751.82422,Lake
320,18091,111280,37115,IN,188.2351379,9878.489258,109.7644348,44.48067474,1.112312198,-0.264340103,-0.129210591,0.187426224,0.226546928,3,91,30,57,134,47,167,63,116,75,78,21813.88477,La Porte
321,18095,130280,47944,IN,16.7637558,9452.649414,68.32241821,35.54962158,-0.565269291,-0.310594231,-0.242958084,0.042809077,-0.269003123,3,22,244,51,153,34,205,52,150,27,227,14225.85449,Madison
322,18097,926335,389206,IN,141.4830017,13273.83301,358.6469421,67.42769623,0.654915035,0.013441836,0.163046807,1.340500355,0.542976022,5,66,47,95,8,52,66,51,67,72,38,17008.70313,Marion
323,18105,142404,54761,IN,187.129364,11847.01758,48.73976135,18.81180763,1.101493835,-0.332450747,-0.456133902,0.855947375,0.292214155,3,91,31,81,62,28,226,35,203,80,63,12868.13184,Monroe
324,18109,69403,19591,IN,0,6020.092285,39.49773026,0,-0.729276597,-0.342765957,-0.695724487,-1.122902989,-0.722667515,2,1,172,23,153,40,120,1,173,5,190,10810.4502,Morgan
325,18111,14057,5157,IN,0,NA,2.643566132,0,-0.729276597,-0.38389948,-0.695724487,NA,NA,1,1,274,NA,NA,38,248,1,285.5,NA,NA,2.643566132,Newton
326,18115,6033,1535,IN,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,6914.500977,Ohio
327,18119,21192,8088,IN,0,NA,0,111.2759628,-0.729276597,-0.386850029,0.721506238,NA,NA,1,1,274,NA,NA,1,333.5,86,58,NA,NA,15367.83301,Owen
328,18127,166570,39337,IN,18.25512886,9913.413086,558.8265991,0,-0.550678492,0.236865699,-0.695724487,0.19928652,-0.20256269,3,25,234,58,133,85,48,1,293.5,36,200,40824.42188,Porter
329,18129,25567,5998,IN,88.49866486,NA,547.6630249,0,0.136545509,0.224405855,-0.695724487,NA,NA,1,85,60,NA,NA,91,38,1,285.5,NA,NA,23759.10938,Posey
330,18133,37650,9134,IN,16.42215919,NA,16.80337143,0,-0.568611264,-0.368095487,-0.695724487,NA,NA,1,66,137,NA,NA,49,203,1,285.5,NA,NA,51802.07422,Putnam
331,18141,267246,97915,IN,53.49200821,14025.58008,255.4928894,57.4283371,-0.205940321,-0.101690128,0.035693165,1.595797181,0.330964983,4,40,77,93,9,50,65,56,57,72,36,20935.5625,St Joseph
332,18143,23783,9351,IN,91.4340744,NA,0,53.47021866,0.165263936,-0.386850029,-0.014718143,NA,NA,1,86,59,NA,NA,1,333.5,74,106,NA,NA,12187.30664,Scott
333,18145,44441,14416,IN,98.75666046,NA,19.63609886,0,0.236904085,-0.364933848,-0.695724487,NA,NA,1,87,54,NA,NA,51,195,1,285.5,NA,NA,47994.23438,Shelby
334,18153,21111,7616,IN,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,6013.860352,Sullivan
335,18157,180952,68176,IN,76.96707153,9318.780273,0.232545182,18.21550179,0.023726758,-0.386590481,-0.463728547,-0.002653492,-0.207311437,3,60,127,51,155,1,307,34,206,35,202,29032.23633,Tippecanoe
336,18161,7299,2543,IN,0,NA,33.75933838,0,-0.729276597,-0.349170655,-0.695724487,NA,NA,1,1,274,NA,NA,58,168,1,285.5,NA,NA,9237.21582,Union
337,18163,181305,65970,IN,83.53475189,13299.33203,13.3079586,142.0890961,0.087981321,-0.37199679,1.113947868,1.349159956,0.544773102,3,63,115,91,31,10,280,96,15,91,29,27733.47266,Vanderburgh
338,18165,15860,5649,IN,96.12903595,NA,71.38962555,0,0.211196855,-0.307170868,-0.695724487,NA,NA,1,87,55,NA,NA,67,131,1,285.5,NA,NA,6252.39209,Vermillion
339,18167,108268,42814,IN,77.91828156,8959.09375,29.61647987,118.7151718,0.033032872,-0.353794575,0.816253304,-0.124804668,0.092671737,3,60,125,45,172,19,254,94,21,66,108,20260.92578,Vigo
340,18173,60995,14124,IN,0,14558.05664,0,0,-0.729276597,-0.386850029,-0.695724487,1.776628613,-0.008805625,2,1,172,97,6,1,192.5,1,173,67,66,20073.875,Warrick
341,18175,27930,11129,IN,0,NA,0,35.94213486,-0.729276597,-0.386850029,-0.237958968,NA,NA,1,1,274,NA,NA,1,333.5,69,125,NA,NA,18195.98242,Washington
342,18179,27796,8409,IN,16.397789,NA,61.8211441,0,-0.568849683,-0.317850411,-0.695724487,NA,NA,1,66,138,NA,NA,66,138,1,285.5,NA,NA,15117.84668,Wells
343,18183,33330,8368,IN,14.91174603,NA,279.3495483,0,-0.583388329,-0.075063311,-0.695724487,NA,NA,1,65,142,NA,NA,85,60,1,285.5,NA,NA,27748.58984,Whitley
344,19011,25803,6510,IA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,14750.31934,Benton
345,19013,132496,43967,IA,146.8487854,7676.123047,50.32305908,23.47039986,0.707410932,-0.330683619,-0.396801233,-0.560507357,-0.145145327,3,83,55,28,226,28,224,40,187,43,178,18981.43164,Black Hawk
346,19017,24539,4819,IA,39.32350922,NA,0,0,-0.344557106,-0.386850029,-0.695724487,NA,NA,1,73,107,NA,NA,1,333.5,1,285.5,NA,NA,17301.01758,Bremer
347,19049,74892,12584,IA,642.7269287,11600.45508,0,0,5.55880928,-0.386850029,-0.695724487,0.772213638,1.312112093,2,99,2,84,32,1,192.5,1,173,99,3,60051.76172,Dallas
348,19061,95906,25142,IA,141.2255249,7092.464844,1078.093384,71.78956604,0.652396023,0.816428065,0.218600363,-0.758720338,0.232176036,2,84,33,33,133,95,11,78,45,83,35,33221.97656,Dubuque
349,19075,12407,2780,IA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,48163.59766,Grundy
350,19077,10740,3352,IA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,31985.87891,Guthrie
351,19085,14467,4388,IA,230.1725159,NA,0.273473114,0,1.522604346,-0.386544794,-0.695724487,NA,NA,1,97,14,NA,NA,33,267,1,285.5,NA,NA,23548.23242,Harrison
352,19103,139436,41085,IA,180.8173676,19776.61914,32.45198822,107.252594,1.039740801,-0.350629807,0.670263886,3.548876047,1.227062702,3,89,35,100,3,21,248,91,28,99,6,40726.32422,Johnson
353,19105,20560,5132,IA,0,NA,18.70615768,0,-0.729276597,-0.365971774,-0.695724487,NA,NA,1,1,274,NA,NA,50,198,1,285.5,NA,NA,15579.33594,Jones
354,19113,216640,52278,IA,220.8283997,8011.208008,872.2713013,17.50858116,1.431186676,0.586706579,-0.472732037,-0.446710974,0.274612546,3,93,23,34,206,92,26,32,213,78,69,36053.80859,Linn
355,19121,15644,4157,IA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,35380.05469,Madison
356,19129,14862,3628,IA,0,NA,2.894432306,0,-0.729276597,-0.383619487,-0.695724487,NA,NA,1,1,274,NA,NA,38,245,1,285.5,NA,NA,21262.125,Mills
357,19149,24853,5764,IA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,39592.23047,Plymouth
358,19153,452369,127649,IA,347.5628967,11562.74121,597.4498901,86.09251404,2.671087027,0.279973805,0.40076527,0.759405851,1.027807951,4,98,3,77,30,82,24,74,34,95,7,28064.37305,Polk
359,19155,93213,26955,IA,143.5240631,8156.837402,57.68897247,22.93071365,0.674883664,-0.32246238,-0.403674781,-0.397254586,-0.112127021,2,85,31,46,108,47,105,44,111,60,80,23270.48047,Pottawattamie
360,19163,169994,48259,IA,229.384491,8066.929688,764.6347656,63.48659897,1.514894724,0.466571629,0.112852275,-0.427787632,0.416632742,3,94,20,35,204,90,32,77,74,86,45,24986.38281,Scott
361,19169,93586,31457,IA,153.6975555,6122.530273,503.5445251,24.86140633,0.774415493,0.175164461,-0.379085124,-1.0881145,-0.129404917,2,87,26,26,148,86,28,46,108,58,84,14043.16113,Story
362,19181,47542,9674,IA,47.78478241,NA,0,0,-0.261776656,-0.386850029,-0.695724487,NA,NA,1,76,98,NA,NA,1,333.5,1,285.5,NA,NA,26720.74609,Warren
363,19183,22017,6347,IA,0,NA,31.51095009,0,-0.729276597,-0.35168013,-0.695724487,NA,NA,1,1,274,NA,NA,58,169,1,285.5,NA,NA,24883.98047,Washington
364,19193,102530,36644,IA,97.08335114,4582.400391,56.46182251,14.07721615,0.220533341,-0.323832035,-0.516434491,-1.611149669,-0.557720721,3,67,103,4,298,31,215,28,224,6,293,13685.81348,Woodbury
365,20015,66092,17969,KS,28.17263031,10861.28125,0,21.92720795,-0.45365113,-0.386850029,-0.416455597,0.521186829,-0.183942482,2,49,101,79,43,1,192.5,43,114,54,93,24850.81836,Butler
366,20043,7859,2468,KS,0,NA,0,426.322113,-0.729276597,-0.386850029,4.733990669,NA,NA,1,1,274,NA,NA,1,333.5,99,4,NA,NA,NA,Doniphan
367,20045,114967,36458,KS,36.53955078,7605.165039,7.292747974,31.28416252,-0.371793807,-0.378710449,-0.297283739,-0.584605038,-0.408098251,3,37,196,27,229,8,287,48,164,13,271,28804.72461,Douglas
368,20079,34835,9976,KS,53.21290588,NA,0,25.08931351,-0.208670899,-0.386850029,-0.376182467,NA,NA,1,77,94,NA,NA,1,333.5,66,138,NA,NA,NA,Harvey
369,20085,13400,3698,KS,556.4629517,NA,0,293.98703,4.714849949,-0.386850029,3.048547268,NA,NA,1,100,2,NA,NA,1,333.5,97,12,NA,NA,NA,Jackson
370,20087,18898,4390,KS,25.84123039,NA,0,0,-0.476460278,-0.386850029,-0.695724487,NA,NA,1,70,119,NA,NA,1,333.5,1,285.5,NA,NA,28718.86914,Jefferson
371,20091,566814,97809,KS,16.72990227,9083.057617,88.8444519,38.07341003,-0.565600455,-0.287689239,-0.21081467,-0.082705982,-0.286702573,5,4,131,44,76,6,129,22,107,8,125,83262.92188,Johnson
372,20095,7790,2360,KS,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Kingman
373,20103,78227,18391,KS,12.50611687,4162.185547,245.2859497,42.36481094,-0.606923699,-0.113082267,-0.156158611,-1.75385654,-0.657505274,2,35,129,5,189,73,55,60,81,6,187,25608.08398,Leavenworth
374,20107,9528,3059,KS,0,NA,4.161163807,0,-0.729276597,-0.382205665,-0.695724487,NA,NA,1,1,274,NA,NA,40,238,1,285.5,NA,NA,4.161163807,Linn
375,20121,32688,7248,KS,37.50400162,NA,136.0253906,55.18763733,-0.362358153,-0.235029802,0.00715521,NA,NA,1,72,112,NA,NA,76,98,74,103,NA,NA,45432.95313,Miami
376,20139,16080,4929,KS,0,NA,0,511.4063721,-0.729276597,-0.386850029,5.817638874,NA,NA,1,1,274,NA,NA,1,333.5,100,3,NA,NA,NA,Osage
377,20149,22625,5772,KS,216.4523621,NA,69.58541107,0,1.388373971,-0.309184581,-0.695724487,NA,NA,1,96,19,NA,NA,67,132,1,285.5,NA,NA,40559.62891,Pottawatomie
378,20161,75022,28569,KS,14.90619183,11321.65527,0,84.49340057,-0.583442688,-0.386850029,0.380398691,0.677531958,0.021909483,2,37,125,83,35,1,192.5,82,36,70,61,19093.07617,Riley
379,20173,506529,174096,KS,44.74188995,10342.81543,27.19539833,31.1205883,-0.291546643,-0.356496781,-0.29936704,0.345113516,-0.150574237,5,14,118,63,50,2,134,12,120,17,113,18127.57227,Sedgwick
380,20177,178792,58616,KS,70.5499649,4862.592773,235.8829956,76.89785767,-0.039054673,-0.123577058,0.283660471,-1.515995026,-0.348741561,3,57,136,6,294,67,103,83,55,18,257,19950.03711,Shawnee
381,20191,23638,7139,KS,0,NA,0,78.05056763,-0.729276597,-0.386850029,0.298341602,NA,NA,1,1,274,NA,NA,1,333.5,81,78,NA,NA,NA,Sumner
382,20197,6997,1931,KS,0,NA,37.71743011,7.807871342,-0.729276597,-0.344752967,-0.596282005,NA,NA,1,1,274,NA,NA,60,161,59,164,NA,NA,52086.60547,Wabaunsee
383,20209,160806,79080,KS,93.86548615,7928.067383,265.1321411,63.32824326,0.189051524,-0.090931602,0.110835433,-0.474945903,-0.066497639,3,67,104,32,212,70,96,76,76,51,154,16075.31055,Wyandotte
384,21003,20355,8371,KY,0,NA,6.886871338,53.85258484,-0.729276597,-0.379163474,-0.009848258,NA,NA,1,1,274,NA,NA,43,226,74,105,NA,NA,4903.120117,Allen
385,21015,124617,26454,KY,29.43683434,14355.11133,27.38716316,37.70696259,-0.441282868,-0.356282741,-0.215481803,1.707707405,0.173665002,3,34,207,95,18,17,258,54,143,72,88,30623.32813,Boone
386,21017,20013,7393,KY,44.63681793,NA,508.9360962,241.4078217,-0.292574614,0.181182072,2.378888845,NA,NA,1,75,102,NA,NA,90,41,96,19,NA,NA,33519.65234,Bourbon
387,21019,48917,18757,KY,780.0622559,NA,57.30543137,41.51221848,6.902422428,-0.32289046,-0.167017385,NA,NA,1,100,1,NA,NA,63,147,71,117,NA,NA,3476.718994,Boyd
388,21023,8425,3331,KY,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Bracken
389,21029,76961,21004,KY,4.760997772,8708.744141,69.18709564,0,-0.682697654,-0.309629142,-0.695724487,-0.209824532,-0.474468946,2,29,141,54,92,51,99,1,173,20,160,69.18709564,Bullitt
390,21031,12835,6755,KY,91.80799103,NA,0.740192473,0,0.168922126,-0.386023879,-0.695724487,NA,NA,1,86,58,NA,NA,34,261,1,285.5,NA,NA,0.740192473,Butler
391,21037,91475,26346,KY,42.31082535,12343.85645,42.83382797,0,-0.315330833,-0.339042455,-0.695724487,1.024676085,-0.081355423,2,56,89,89,22,43,113,1,173,63,74,16522.66602,Campbell
392,21047,74159,32868,KY,47.91669846,2606.953857,69.49008179,67.36144257,-0.260486066,-0.309290975,0.162202984,-2.28202033,-0.672398567,2,59,82,2,196,51,98,76,49,6,188,11446.19336,Christian
393,21049,35657,12301,KY,28.96333694,NA,123.1873245,48.77652359,-0.445915312,-0.24935858,-0.074497886,NA,NA,1,71,117,NA,NA,74,103,73,110,NA,NA,123.1873245,Clark
394,21059,98173,35741,KY,423.0789795,11393.93262,847.689209,53.0763092,3.409894705,0.559270084,-0.019735044,0.702077687,1.162876844,2,96,8,83,34,93,15,67,67,98,5,8.317058563,Daviess
395,21061,12105,5180,KY,0,NA,3.185328245,0,-0.729276597,-0.383294821,-0.695724487,NA,NA,1,1,274,NA,NA,39,243,1,285.5,NA,NA,9705.955078,Edmonson
396,21067,308306,107064,KY,72.20258331,11608.53027,430.3267822,72.8861618,-0.022886368,0.093444906,0.232566804,0.774956048,0.269520342,4,51,63,79,28,71,38,68,42,67,43,39767.08203,Fayette
397,21077,8567,3385,KY,179.542984,NA,0,0,1.02727294,-0.386850029,-0.695724487,NA,NA,1,94,27,NA,NA,1,333.5,1,285.5,NA,NA,NA,Gallatin
398,21081,24670,9848,KY,0,NA,52.80260086,0,-0.729276597,-0.327916145,-0.695724487,NA,NA,1,1,274,NA,NA,62,153,1,285.5,NA,NA,52.80260086,Grant
399,21089,36477,12914,KY,33.29750824,NA,56.8827095,207.7707214,-0.40351215,-0.323362291,1.950480819,NA,NA,1,72,113,NA,NA,63,148,94,27,NA,NA,3815.408936,Greenup
400,21091,8669,3115,KY,0,NA,15.71203899,11.79711056,-0.729276597,-0.369313538,-0.54547435,NA,NA,1,1,274,NA,NA,48,206,61,156,NA,NA,3849.841064,Hancock
401,21093,107529,35615,KY,68.88844299,5648.557617,39.66025543,19.40768051,-0.055310089,-0.34258455,-0.448544741,-1.249077797,-0.52387929,3,56,137,10,281,25,235,36,200,8,287,22266.33008,Hardin
402,21101,46396,17510,KY,507.7810364,NA,29.35191345,152.4972076,4.238573074,-0.354089856,1.246507406,NA,NA,1,100,3,NA,NA,56,175,89,44,NA,NA,5186.130859,Henderson
403,21103,15455,5749,KY,0,NA,3.478865862,105.58358,-0.729276597,-0.382967204,0.649007022,NA,NA,1,1,274,NA,NA,39,241,85,63,NA,NA,7729.591309,Henry
404,21111,755809,259057,KY,252.5683136,12227.92383,589.7619019,127.6222687,1.741712451,0.27139312,0.929695725,0.985304892,0.982026577,5,91,13,89,16,72,39,77,32,90,14,20626.71094,Jefferson
405,21113,50328,17452,KY,0,12668.23047,156.0160217,14.16290379,-0.729276597,-0.212717921,-0.515343189,1.134835005,-0.080625676,2,1,172,91,19,66,68,37,126,64,73,13464.84668,Jessamine
406,21117,163007,49954,KY,197.1271057,13949.01855,213.9635925,113.0803299,1.19930625,-0.148041666,0.744486928,1.569796443,0.841386974,3,92,26,93,23,62,119,93,24,95,16,26758.39258,Kenton
407,21123,14149,6311,KY,189.903656,NA,2.139122248,0,1.128636003,-0.384462506,-0.695724487,NA,NA,1,95,23,NA,NA,37,252,1,285.5,NA,NA,2.139122248,Larue
408,21149,9500,3720,KY,0,NA,0.537634432,1.075268865,-0.729276597,-0.386249959,-0.682029665,NA,NA,1,1,274,NA,NA,34,264,57,172,NA,NA,7744.109375,Mclean
409,21163,29098,11039,KY,0,NA,1.449406624,0,-0.729276597,-0.3852323,-0.695724487,NA,NA,1,1,274,NA,NA,36,255,1,285.5,NA,NA,864.5244751,Meade
410,21185,63037,8380,KY,0,11950.13281,7.209743023,114.5584717,-0.729276597,-0.378803104,0.763312817,0.890965819,0.136549741,2,1,172,88,25,18,164,93,14,77,46,3823.993652,Oldham
411,21191,14514,4483,KY,0,NA,138.3894653,179.0611267,-0.729276597,-0.232391223,1.584830284,NA,NA,1,1,274,NA,NA,76,97,91,36,NA,NA,24928.98828,Pendleton
412,21209,50178,12223,KY,6.656058311,6802.297852,322.3784485,38.77935028,-0.664157391,-0.027038038,-0.201823682,-0.857262373,-0.437570363,2,30,139,30,140,78,44,57,86,22,155,8549.28418,Scott
413,21211,44290,13301,KY,0,NA,102.2103577,7.947372437,-0.729276597,-0.272771329,-0.59450531,NA,NA,1,1,274,NA,NA,72,111,59,162,NA,NA,13320.13574,Shelby
414,21215,17577,4305,KY,498.4817505,NA,111.149826,0,4.147593975,-0.262793839,-0.695724487,NA,NA,1,99,4,NA,NA,73,107,1,285.5,NA,NA,9237.894531,Spencer
415,21221,14250,5534,KY,0,NA,0.783520043,85.8330307,-0.729276597,-0.38597551,0.397460461,NA,NA,1,1,274,NA,NA,35,259,82,73,NA,NA,8124.407715,Trigg
416,21223,8783,2948,KY,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,7156.325684,Trimble
417,21227,118950,43381,KY,20.23581696,10397.23535,819.7421875,50.53094864,-0.531300545,0.52807796,-0.052153215,0.36359477,0.077054739,3,28,226,64,112,92,27,67,104,64,112,9769.246094,Warren
418,21239,25317,6586,KY,0,NA,226.1511383,0,-0.729276597,-0.134438947,-0.695724487,NA,NA,1,1,274,NA,NA,83,69,1,285.5,NA,NA,226.1511383,Woodford
419,22001,62163,27876,LA,0,4652.807617,0,139.9967346,-0.729276597,-0.386850029,1.087299109,-1.587239027,-0.404016644,2,1,172,9,182,1,192.5,96,8,26,147,NA,Acadia
420,22005,114738,29424,LA,0,13785.29004,10.0838089,0,-0.729276597,-0.375595301,-0.695724487,1.514193535,-0.071600713,3,1,291,92,26,9,284,1,293.5,50,156,22370.79297,Ascension
421,22015,123403,41429,LA,2.730285645,9199.755859,273.9297485,48.12960815,-0.702565014,-0.081112444,-0.082737118,-0.043074723,-0.227372319,3,14,269,49,160,70,94,66,108,32,212,8961.450195,Bossier
422,22017,254742,107412,LA,55.54484558,10878.98242,348.8570862,57.2066803,-0.185856491,0.002515214,0.032870103,0.527198255,0.094181769,4,41,76,66,44,61,50,55,58,51,63,11965.24707,Caddo
423,22019,195887,75002,LA,50.07865906,9612.307617,34.01254654,32.81468201,-0.239334643,-0.34888804,-0.277790785,0.097029731,-0.19224593,3,45,171,54,144,22,243,49,160,37,197,7973.945801,Calcasieu
424,22023,6706,1673,LA,159.5140533,NA,209.2050171,0,0.831320882,-0.153352797,-0.695724487,NA,NA,1,91,36,NA,NA,82,73,1,285.5,NA,NA,209.2050171,Cameron
425,22031,26965,11989,LA,201.8490906,NA,163.5652618,66.99514008,1.245503545,-0.204292089,0.157537684,NA,NA,1,95,20,NA,NA,78,87,77,91,NA,NA,8419.78418,De Soto
426,22033,444690,162869,LA,189.7141418,13495.60156,856.3328857,71.26789856,1.12678194,0.568917453,0.211956307,1.415814042,0.83086741,4,89,15,92,11,89,15,66,44,92,11,21686.30273,East Baton Rouge
427,22037,19855,7023,LA,9.581375122,NA,37.17642212,49.83625412,-0.635537744,-0.345356792,-0.061000969,NA,NA,1,64,144,NA,NA,59,162,73,109,NA,NA,18033.26953,East Feliciana
428,22043,22362,8432,LA,0,NA,0,14.05875587,-0.729276597,-0.386850029,-0.516669631,NA,NA,1,1,274,NA,NA,1,333.5,62,152,NA,NA,NA,Grant
429,22045,73938,30602,LA,58.38101959,8288.200195,432.2499084,125.5755615,-0.15810892,0.095591336,0.903628469,-0.352643162,0.122116931,2,65,70,47,106,84,32,95,11,76,48,125.658844,Iberia
430,22047,33229,12536,LA,0,NA,35.35848618,67.80472565,-0.729276597,-0.347385824,0.167848721,NA,NA,1,1,274,NA,NA,58,166,78,89,NA,NA,2339.566895,Iberville
431,22051,435092,151620,LA,19.89617538,13265.04492,237.978653,152.5740662,-0.534623444,-0.12123806,1.247486234,1.33751595,0.482285172,4,13,112,91,12,47,69,93,9,84,21,15999.24023,Jefferson
432,22055,231811,76689,LA,111.2560196,11182.13477,223.793335,63.62082291,0.359190911,-0.137070537,0.114561781,0.630150139,0.24170807,3,73,86,74,83,64,113,77,73,76,77,25834.55273,Lafayette
433,22057,97474,33704,LA,59.24066162,6820.98877,29.31687546,57.13298416,-0.14969866,-0.354128957,0.031931497,-0.850914836,-0.330702752,2,66,69,30,139,35,130,68,64,38,123,4809.415527,Lafourche
434,22063,133949,42029,LA,26.14775658,10567.31543,101.7245255,22.91261101,-0.47346139,-0.273313582,-0.403905332,0.421354711,-0.182331398,3,32,212,67,105,44,174,39,191,37,196,15301.01563,Livingston
435,22071,376738,172686,LA,383.0115662,17737.06445,3044.80835,164.1791382,3.017897367,3.011511564,1.395290613,2.856234074,2.570233345,4,100,1,98,3,99,2,95,7,100,1,3353.609375,Orleans
436,22073,155769,66471,LA,82.01417542,10723.0791,1369.180786,44.77256012,0.073104836,1.141315579,-0.125493079,0.47425279,0.390795022,3,62,118,69,99,96,14,63,115,85,48,16595.12891,Ouachita
437,22075,23599,8321,LA,0,NA,499.7264709,0,-0.729276597,0.170903057,-0.695724487,NA,NA,1,1,274,NA,NA,90,43,1,285.5,NA,NA,623.9846191,Plaquemines
